broker,direction,district,fecha_publicacion,idCliente,lat,lon,portal,supTotal,supUtil,tipo,title,url,valor,vivienda
Urbano Propiedades,Avenida Quilín 5662,penalolen,19-11-2019,5212557,-33.4905586,-70.5747986,Portal Inmobiliario,80,70,arriendo,Avenida Quilín 5662,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5212557-avenida-quilin-5662-uda,550000,departamento
De Andrés Propiedades,Los Presidentes 8040,penalolen,24-11-2019,5224585,-33.4874687,-70.5540771,Portal Inmobiliario,104,98,arriendo,Los Presidentes 8040,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5224585-los-presidentes-8040-uda,630000,departamento
Frigolett Propiedades,Avenida Consistorial 5110,penalolen,10-09-2019,5066928,-33.4925499,-70.5500565,Portal Inmobiliario,110,110,arriendo,Avenida Consistorial 5110,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5066928-avenida-consistorial-5110-uda,800000,departamento
Eme-erre Propiedades,Arrieta / Casanova Descuento Comision,penalolen,19-11-2019,5210596,-33.4666634,-70.5268784,Portal Inmobiliario,78,60,arriendo,Arrieta / Casanova Descuento Comision,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5210596-arrieta-casanova-descuento-comision-uda,580000,departamento
Urbano Propiedades,Avenida Hacienda Macul 5701,penalolen,19-11-2019,5212279,-33.4914131,-70.5720901,Portal Inmobiliario,110,100,arriendo,Avenida Hacienda Macul 5701,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5212279-avenida-hacienda-macul-5701-uda,700000,departamento
De Andrés Propiedades,Los Presidentes 8090,penalolen,23-10-2019,5151838,-33.487793,-70.5520706,Portal Inmobiliario,76,70,arriendo,Los Presidentes 8090,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5151838-los-presidentes-8090-uda,520000,departamento
Ensenada Propiedades,Avenida Consistorial 5110,penalolen,22-11-2019,5222674,-33.4925499,-70.5500565,Portal Inmobiliario,105,85,arriendo,Avenida Consistorial 5110,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5222674-avenida-consistorial-5110-uda,580000,departamento
Mi Castillo Propiedades,Avenida Consistorial 5110,penalolen,28-11-2019,5239129,-33.4925499,-70.5500565,Portal Inmobiliario,124,105,arriendo,Avenida Consistorial 5110,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5239129-avenida-consistorial-5110-uda,730000,departamento
Carolina Paola Moya Herrera,"Los Presidentes, Penalolen, Peñalolén - Departamento 8090",penalolen,29-11-2019,5165491,-33.4885445,-70.5506439,Portal Inmobiliario,101,93,arriendo,"Los Presidentes, Penalolen, Peñalolén - Departamento 8090",https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5165491-los-presidentes-penalolen-penalolen-departamento-8090-uda,650000,departamento
Marphal Group Spa,Los Presidentes 8040,penalolen,02-12-2019,5246447,-33.4875069,-70.5528107,Portal Inmobiliario,83,75,arriendo,Los Presidentes 8040,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5246447-los-presidentes-8040-uda,515000,departamento
Fuenzalida Propiedades Las Tranqueras,Las Pircas - Condominio Las Pircas,penalolen,05-09-2019,5055755,-33.4996986,-70.5366974,Portal Inmobiliario,185,139,arriendo,Las Pircas - Condominio Las Pircas,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5055755-las-pircas-condominio-las-pircas-uda,1100000,departamento
De Andrés Propiedades,Los Presidentes 8130,penalolen,30-11-2019,5243143,-33.4882774,-70.5514145,Portal Inmobiliario,107,99,arriendo,Los Presidentes 8130,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5243143-los-presidentes-8130-uda,630000,departamento
Urbano Propiedades,Los Presidentes 8090,penalolen,11-11-2019,5173337,-33.487793,-70.5520706,Portal Inmobiliario,127,120,arriendo,Los Presidentes 8090,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5173337-los-presidentes-8090-uda,650000,departamento
Mi Castillo Propiedades,Avenida Consistorial 0000,penalolen,02-12-2019,5244237,-33.4925499,-70.5500565,Portal Inmobiliario,124,105,arriendo,Avenida Consistorial 0000,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5244237-avenida-consistorial-0000-uda,700000,departamento
De Andrés Propiedades,Los Presidentes 8090,penalolen,20-11-2019,5213676,-33.487793,-70.5520706,Portal Inmobiliario,93,87,arriendo,Los Presidentes 8090,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5213676-los-presidentes-8090-uda,570000,departamento
Urbano Propiedades,Avenida Quilín 5662,penalolen,03-12-2019,5250780,-33.4905586,-70.5747986,Portal Inmobiliario,104,85,arriendo,Avenida Quilín 5662,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5250780-avenida-quilin-5662-uda,650000,departamento
Massimizza Spa,El Embalse 8600,penalolen,07-10-2019,5116927,-33.4939995,-70.5491943,Portal Inmobiliario,119,105,arriendo,El Embalse 8600,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5116927-el-embalse-8600-uda,670000,departamento
Javiera Aguirre Tasso,Las Pircas Casi Nuevo,penalolen,07-12-2019,5265569,-33.4997406,-70.5367203,Portal Inmobiliario,185,139,arriendo,Las Pircas Casi Nuevo,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5265569-las-pircas-casi-nuevo-uda,1000000,departamento
Vivopro,Peñalolen / El Embalse,penalolen,02-12-2019,5246433,-33.4938507,-70.5507278,Portal Inmobiliario,119,105,arriendo,Peñalolen / El Embalse,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5246433-penalolenel-embalse-uda,670000,departamento
Fuenzalida Propiedades Peñalolén,Las Pircas - Las Pircas,penalolen,08-12-2019,5220781,-33.4978981,-70.5357971,Portal Inmobiliario,195,3,arriendo,Las Pircas - Las Pircas,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5220781-las-pircas-las-pircas-uda,1200000,departamento
Bremen Propiedades,A Un Costado Del Mall Quilín,penalolen,09-10-2018,4308690,-33.4816055,-70.5383911,Portal Inmobiliario,191,80,arriendo,A Un Costado Del Mall Quilín,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/4308690-a-un-costado-del-mall-quilin-uda,750000,departamento
Claudia Sofia Pavez,Juan De Dios Vial Correa 4490 - Departamento 206,penalolen,04-12-2019,5255328,-33.4997406,-70.5367203,Portal Inmobiliario,185,140,arriendo,Juan De Dios Vial Correa 4490 - Departamento 206,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5255328-juan-de-dios-vial-correa-4490-departamento-206-uda,920000,departamento
Nexxos,Consistorial / Entre Quilin Y Los Presid,penalolen,17-04-2019,4742596,-33.4922981,-70.5503006,Portal Inmobiliario,235,110,arriendo,Consistorial / Entre Quilin Y Los Presid,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/4742596-consistorial-entre-quilin-y-los-presid-uda,1100000,departamento
Full Corredores Y Cía. Ltda,Los Presidentes 8090 - Departamento 307,penalolen,05-12-2019,5257768,-33.487793,-70.5520706,Portal Inmobiliario,110,100,arriendo,Los Presidentes 8090 - Departamento 307,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5257768-los-presidentes-8090-departamento-307-uda,650000,departamento
De Andrés Propiedades,Frente A Anfp Avda Quilin / Avda Hacienda Macul 5701,penalolen,07-12-2019,5265712,-33.4816055,-70.5383911,Portal Inmobiliario,87,75,arriendo,Frente A Anfp Avda Quilin / Avda Hacienda Macul 5701,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5265712-frente-a-anfp-avda-quilin-avda-hacienda-macul-5701-uda,540000,departamento
Easy Properties,Av Vespucio Entre Estación Los Orientales Y Estación Grecia,penalolen,13-12-2019,4852152,-33.4653625,-70.5745544,Portal Inmobiliario,57,54,arriendo,Av Vespucio Entre Estación Los Orientales Y Estación Grecia,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/4852152-av-vespucio-entre-estacion-los-orientales-y-estacion-grecia-uda,380000,departamento
Dikasa Propiedades,"Jose Arrienta, Cerca Herbarium",penalolen,14-12-2019,5286445,-33.4666519,-70.5270081,Portal Inmobiliario,88,60,arriendo,"Jose Arrienta, Cerca Herbarium",https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5286445-jose-arrienta-cerca-herbarium-uda,600000,departamento
Dikasa Propiedades,"Jose Arrienta, Cerca Herbarium",penalolen,13-12-2019,5272488,-33.4666519,-70.5270081,Portal Inmobiliario,88,60,arriendo,"Jose Arrienta, Cerca Herbarium",https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5272488-jose-arrienta-cerca-herbarium-uda,600000,departamento
Dikasa Propiedades,"Jose Arrienta, Cerca Herbarium",penalolen,13-12-2019,5245571,-33.4666519,-70.5270081,Portal Inmobiliario,88,60,arriendo,"Jose Arrienta, Cerca Herbarium",https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5245571-jose-arrienta-cerca-herbarium-uda,600000,departamento
Msr Broker,"Excelente Y Amplio Departamento Con Entrega Inmediata, Al Lado De Todo, Real Conectividad",penalolen,12-12-2019,5280939,-33.4910469,-70.5716019,Portal Inmobiliario,110,100,arriendo,"Excelente Y Amplio Departamento Con Entrega Inmediata, Al Lado De Todo, Real Conectividad",https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5280939-excelente-y-amplio-departamento-con-entrega-inmediata-al-lado-de-todo-real-conectividad-uda,650000,departamento
Alaluf Propiedades,Metro Quilin,penalolen,10-12-2019,5272047,-33.4988213,-70.5621109,Portal Inmobiliario,45,43,arriendo,Metro Quilin,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5272047-metro-quilin-uda,420000,departamento
Miguel Fariña Mellafe Propiedades,Las Pircas - Quilin Oriente,penalolen,14-12-2019,5285517,-33.4911451,-70.5753745,Portal Inmobiliario,195,140,arriendo,Las Pircas - Quilin Oriente,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5285517-las-pircas-quilin-oriente-uda,950000,departamento
Re/max Go,Avenida Consistorial,penalolen,13-12-2019,5283090,-33.5108986,-70.5541992,Portal Inmobiliario,90,85,arriendo,Avenida Consistorial,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5283090-avenida-consistorial-uda,580000,departamento
Vc Propiedades Vc Propiedades,Calle Diecisiete A 910,penalolen,12-12-2019,5281741,-33.4660912,-70.5514984,Portal Inmobiliario,50,50,arriendo,Calle Diecisiete A 910,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5281741-calle-diecisiete-a-910-uda,280000,departamento
Inmobiliaria E Inversiones Alfa Ltda,Avenida Américo Vespucio 1532,penalolen,09-12-2019,5270084,-33.4671593,-70.5752792,Portal Inmobiliario,45,45,arriendo,Avenida Américo Vespucio 1532,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5270084-avenida-americo-vespucio-1532-uda,350000,departamento
Sebastian Brusadelli,Antupiren 7408 - Departamento 404,penalolen,03-12-2019,5247628,-33.4755173,-70.5542374,Portal Inmobiliario,88,88,arriendo,Antupiren 7408 - Departamento 404,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5247628-antupiren-7408-departamento-404-uda,530000,departamento
Macarena Cevallos,Avenida Quilín 5662,penalolen,21-11-2019,5219233,-33.4905586,-70.5747986,Portal Inmobiliario,10,100,arriendo,Avenida Quilín 5662,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5219233-avenida-quilin-5662-uda,680000,departamento
Diagonal Propiedades,Mar Tirreno 3610,penalolen,04-12-2019,5256944,-33.4900322,-70.5759277,Portal Inmobiliario,70,63,arriendo,Mar Tirreno 3610,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5256944-mar-tirreno-3610-uda,495000,departamento
Claudio Fernandez Olguin,Av Grecia Con Av Consistorial,penalolen,16-12-2019,5286417,-33.4756775,-70.5424652,Portal Inmobiliario,60,58,arriendo,Av Grecia Con Av Consistorial,https://www.portalinmobiliario.com/arriendo/departamento/penalolen-metropolitana/5286417-av-grecia-con-av-consistorial-uda,300000,departamento
Valdivia Propiedades,Suecia / El Aquilucho,providencia,12-12-2019,5280625,-33.4440269,-70.6010361,Portal Inmobiliario,108,95,arriendo,Suecia / El Aquilucho,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5280625-suecia-el-aquilucho-uda,590000,departamento
Barseval Propiedades,Marchant Pereira / Galvarino Gallardo,providencia,10-12-2019,5272684,-33.4306641,-70.6120453,Portal Inmobiliario,46,42,arriendo,Marchant Pereira / Galvarino Gallardo,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5272684-marchant-pereira-galvarino-gallardo-uda,520000,departamento
Qs Propiedades,Marchant Pereira / Federico Froebel,providencia,10-12-2019,5272629,-33.4326096,-70.6112366,Portal Inmobiliario,83,78,arriendo,Marchant Pereira / Federico Froebel,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5272629-marchant-pereira-federico-froebel-uda,560000,departamento
Ando Propiedades,Plaza Las Lilas,providencia,10-12-2019,5271746,-33.4288216,-70.5949783,Portal Inmobiliario,106,80,arriendo,Plaza Las Lilas,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5271746-plaza-las-lilas-uda,750000,departamento
Soledad Forteza Propiedades,Plaza Las Lilas,providencia,13-12-2019,5232227,-33.4283943,-70.5962372,Portal Inmobiliario,117,98,arriendo,Plaza Las Lilas,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5232227-plaza-las-lilas-uda,940000,departamento
Grupo Ag Propiedades,Los Leones,providencia,12-12-2019,5281786,-33.4194984,-70.604599,Portal Inmobiliario,63,54,arriendo,Los Leones,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5281786-los-leones-uda,500000,departamento
In Haus Propiedades,Metro Manuel Montt - Studio,providencia,12-12-2019,5011841,-33.4271889,-70.6177521,Portal Inmobiliario,32,32,arriendo,Metro Manuel Montt - Studio,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5011841-metro-manuel-montt-studio-uda,410000,departamento
Remax Capital,Av Santa Maria,providencia,13-12-2019,5023468,-33.4351997,-70.6323013,Portal Inmobiliario,45,38,arriendo,Av Santa Maria,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5023468-av-santa-maria-uda,475000,departamento
Abrace,Departamento 2 Dorm. Y 2 Baños General Calderón / Andrés Bello,providencia,10-12-2019,5273531,-33.4250603,-70.6211548,Portal Inmobiliario,60,60,arriendo,Departamento 2 Dorm. Y 2 Baños General Calderón / Andrés Bello,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5273531-departamento-2-dorm-y-2-banos-general-calderon-andres-bello-uda,550000,departamento
Barseval Propiedades,Arturo Claro / Manuel Montt,providencia,11-12-2019,5276095,-33.4414711,-70.6144257,Portal Inmobiliario,45,39,arriendo,Arturo Claro / Manuel Montt,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5276095-arturo-claro-manuel-montt-uda,410000,departamento
Rent Invest - Corredores De Propiedades,República De Cuba 1530,providencia,15-12-2019,5286601,-33.4298935,-70.5918503,Portal Inmobiliario,55,55,arriendo,República De Cuba 1530,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5286601-republica-de-cuba-1530-uda,650000,departamento
Assetplan Asesores De Inversión S.a.,Gath Y Chaves 2459,providencia,10-12-2019,5273748,-33.4261322,-70.6027374,Portal Inmobiliario,104,100,arriendo,Gath Y Chaves 2459,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5273748-gath-y-chaves-2459-uda,750000,departamento
Qs Propiedades,Bustos / Metro Ines De Suárez,providencia,09-12-2019,5270194,-33.4402008,-70.6042175,Portal Inmobiliario,90,86,arriendo,Bustos / Metro Ines De Suárez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5270194-bustos-metro-ines-de-suarez-uda,600000,departamento
Ruta Inmobiliaria,Cercano A Metro Pedro De Valdivia,providencia,14-12-2019,5286404,-33.4259262,-70.612381,Portal Inmobiliario,75,75,arriendo,Cercano A Metro Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5286404-cercano-a-metro-pedro-de-valdivia-uda,495000,departamento
Alejandro Jaime V. & Asociados,Parque Inés De Suárez / Pocuro / Regimie,providencia,13-12-2019,5285274,-33.4376984,-70.6110992,Portal Inmobiliario,75,2,arriendo,Parque Inés De Suárez / Pocuro / Regimie,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5285274-parque-ines-de-suarez-pocuro-regimie-uda,599000,departamento
Foix Propiedades,Ezequias Allende 2378 - Departamento 789,providencia,11-12-2019,5238975,-33.4308357,-70.6009674,Portal Inmobiliario,50,45,arriendo,Ezequias Allende 2378 - Departamento 789,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5238975-ezequias-allende-2378-departamento-789-uda,480000,departamento
Magdalena Correa,Metro Manuel Montt,providencia,09-12-2019,5122631,-33.4289131,-70.6200943,Portal Inmobiliario,80,78,arriendo,Metro Manuel Montt,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5122631-metro-manuel-montt-uda,580000,departamento
Anibal Ortiz,Barrio Italia,providencia,12-12-2019,5279521,-33.4474945,-70.6205521,Portal Inmobiliario,65,60,arriendo,Barrio Italia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5279521-barrio-italia-uda,650000,departamento
Correa Montes,"Roman Diaz, Nor Oriente",providencia,08-12-2019,5253381,-33.4404984,-70.6184998,Portal Inmobiliario,85,80,arriendo,"Roman Diaz, Nor Oriente",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5253381-roman-diaz-nor-oriente-uda,550000,departamento
Mejor Amoblados,Suecia 151,providencia,08-12-2019,5079647,-33.422348,-70.6074142,Portal Inmobiliario,43,35,arriendo,Suecia 151,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5079647-suecia-151-uda,450000,departamento
Ma.gabriela Rodrigo Propiedades,Metro Los Leones,providencia,09-12-2019,5269972,-33.4207458,-70.6111298,Portal Inmobiliario,40,40,arriendo,Metro Los Leones,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5269972-metro-los-leones-uda,490000,departamento
Procasa Jorge Pablo Caro Propiedades,Pocuro / Av. Los Leones / Llewellyns Jones,providencia,08-12-2019,5260710,-33.4341011,-70.5999985,Portal Inmobiliario,64,2,arriendo,Pocuro / Av. Los Leones / Llewellyns Jones,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5260710-pocuroav-los-leonesllewellyns-jones-uda,470000,departamento
Marphal Group Spa,Padre Mariano 87,providencia,12-12-2019,5280948,-33.4255753,-70.6159668,Portal Inmobiliario,40,40,arriendo,Padre Mariano 87,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5280948-padre-mariano-87-uda,450000,departamento
Alejandro Jaime V. & Asociados,Ricardo Lyon / Eliodoro Yañez / Metro Lo,providencia,08-12-2019,5184307,-33.4329987,-70.6057968,Portal Inmobiliario,42,39,arriendo,Ricardo Lyon / Eliodoro Yañez / Metro Lo,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5184307-ricardo-lyon-eliodoro-yanez-metro-lo-uda,390000,departamento
Alejandro Jaime V. & Asociados,Manuel Antonio Maira / José Miguel Claro,providencia,08-12-2019,5122443,-33.4434013,-70.6190033,Portal Inmobiliario,85,75,arriendo,Manuel Antonio Maira / José Miguel Claro,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5122443-manuel-antonio-maira-jose-miguel-claro-uda,480000,departamento
Patricia Benavente Y Cía. Ltda.,Luis Thayer Ojeda  / Carlos Antunez,providencia,11-12-2019,5278354,-33.4271126,-70.5991669,Portal Inmobiliario,50,44,arriendo,Luis Thayer Ojeda  / Carlos Antunez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278354-luis-thayer-ojeda-carlos-antunez-uda,435000,departamento
Saa Gestión Inmobiliaria,Avenida Suecia Providencia 620,providencia,11-12-2019,5212361,-33.4348488,-70.6157303,Portal Inmobiliario,80,80,arriendo,Avenida Suecia Providencia 620,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5212361-avenida-suecia-providencia-620-uda,700000,departamento
Luxor Inmobiliaria,Metro Tobalaba / Costanera Center,providencia,16-12-2019,5288536,-33.4220505,-70.6030121,Portal Inmobiliario,80,75,arriendo,Metro Tobalaba / Costanera Center,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5288536-metro-tobalaba-costanera-center-uda,790000,departamento
Nieny Gestión Inmobiliaria,Fantastico Pocuro,providencia,11-12-2019,5277144,-33.4342003,-70.5982971,Portal Inmobiliario,250,235,arriendo,Fantastico Pocuro,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5277144-fantastico-pocuro-uda,1650000,departamento
Pamela Jacquelin Muñoz Burgos,Metro Pedro De Valdivia,providencia,11-12-2019,5278086,-33.4250526,-70.6138916,Portal Inmobiliario,80,80,arriendo,Metro Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278086-metro-pedro-de-valdivia-uda,2,departamento
Infocasa,Barrio Italia / Jose Miguel Infante / Sta Isabel,providencia,09-12-2019,5270870,-33.4457169,-70.6192627,Portal Inmobiliario,66,60,arriendo,Barrio Italia / Jose Miguel Infante / Sta Isabel,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5270870-barrio-italia-jose-miguel-infante-sta-isabel-uda,470000,departamento
Nieny Gestión Inmobiliaria,El Vergel,providencia,11-12-2019,5277141,-33.4304008,-70.6010971,Portal Inmobiliario,192,178,arriendo,El Vergel,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5277141-el-vergel-uda,1200000,departamento
All House Propiedades,Antonio Varas / Francisco Bilbao,providencia,12-12-2019,5281505,-33.4391212,-70.613678,Portal Inmobiliario,90,90,arriendo,Antonio Varas / Francisco Bilbao,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5281505-antonio-varas-francisco-bilbao-uda,680000,departamento
Propiedades Pedro Sandoval,Arzobispo Larrain Gandarillas 122 - Departamento,providencia,11-12-2019,5278420,-33.4348488,-70.6157303,Portal Inmobiliario,60,60,arriendo,Arzobispo Larrain Gandarillas 122 - Departamento,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278420-arzobispo-larrain-gandarillas-122-departamento-uda,450000,departamento
Lotaprop,Providencia 455 - Departamento 713,providencia,13-12-2019,5284152,-33.4348488,-70.6157303,Portal Inmobiliario,40,38,arriendo,Providencia 455 - Departamento 713,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5284152-providencia-455-departamento-713-uda,390000,departamento
Cox Acción Inmobiliaria,Las Urbinas / Nueva Costanera,providencia,11-12-2019,4775947,-33.4214211,-70.6125031,Portal Inmobiliario,80,80,arriendo,Las Urbinas / Nueva Costanera,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/4775947-las-urbinas-nueva-costanera-uda,22,departamento
All House Propiedades,Sucre / Ricardo Lyon,providencia,11-12-2019,5278915,-33.4485359,-70.6016464,Portal Inmobiliario,65,65,arriendo,Sucre / Ricardo Lyon,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278915-sucre-ricardo-lyon-uda,500000,departamento
Cavalieri Propiedades,Jofre / Vicuña Mackenna,providencia,13-12-2019,5282620,-33.4443016,-70.6328812,Portal Inmobiliario,35,35,arriendo,Jofre / Vicuña Mackenna,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5282620-jofre-vicuna-mackenna-uda,12,departamento
Cox Acción Inmobiliaria,Genova  / Pedro De Valdivia,providencia,12-12-2019,5281784,-33.4296265,-70.608139,Portal Inmobiliario,190,90,arriendo,Genova  / Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5281784-genova-pedro-de-valdivia-uda,35,departamento
All House Propiedades,Los Estanques  / Pedro De Valdivia,providencia,11-12-2019,5278227,-33.4350815,-70.6084213,Portal Inmobiliario,60,60,arriendo,Los Estanques  / Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278227-los-estanques-pedro-de-valdivia-uda,540000,departamento
Comercial Axis Mundi Ltda,"Carlos Silva Vildósola, Providencia - Departamento 1150",providencia,13-12-2019,5144210,-33.4278412,-70.5939789,Portal Inmobiliario,70,70,arriendo,"Carlos Silva Vildósola, Providencia - Departamento 1150",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5144210-carlos-silva-vildosola-providencia-departamento-1150-uda,2430,departamento
Ruta Inmobiliaria,Suecia,providencia,14-12-2019,5286391,-33.4210815,-70.6078186,Portal Inmobiliario,140,140,arriendo,Suecia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5286391-suecia-uda,750000,departamento
Alpina Consultores Inmobiliarios Limitada,Roman Diaz / Casi Nuevo¡¡ / 2 Suites,providencia,11-12-2019,5276122,-33.4348488,-70.6157303,Portal Inmobiliario,62,55,arriendo,Roman Diaz / Casi Nuevo¡¡ / 2 Suites,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5276122-roman-diaz-casi-nuevo-2-suites-uda,530000,departamento
Santa Lucia Propiedades S.a,Emilio Vaisse 760 / Avenida Condell,providencia,13-12-2019,5228467,-33.4348488,-70.6157303,Portal Inmobiliario,43,36,arriendo,Emilio Vaisse 760 / Avenida Condell,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5228467-emilio-vaisse-760-avenida-condell-uda,410000,departamento
Arqus Propiedades,Los Leones / Diego De Almagro,providencia,15-12-2019,5286967,-33.4424706,-70.59935,Portal Inmobiliario,75,65,arriendo,Los Leones / Diego De Almagro,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5286967-los-leones-diego-de-almagro-uda,620000,departamento
Fuenzalida Propiedades Apoquindo,Alférez Real - Parque Ines De Suarez,providencia,13-12-2019,5282709,-33.4443016,-70.6131973,Portal Inmobiliario,94,90,arriendo,Alférez Real - Parque Ines De Suarez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5282709-alferez-real-parque-ines-de-suarez-uda,750000,departamento
Claudia Williams,Mercado De Providencia.,providencia,16-12-2019,5205597,-33.4267502,-70.6178665,Portal Inmobiliario,28,25,arriendo,Mercado De Providencia.,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5205597-mercado-de-providencia-uda,300000,departamento
Qs Propiedades,Av Los Leones / Diego De Almagro,providencia,11-12-2019,5278042,-33.4425354,-70.5993271,Portal Inmobiliario,75,65,arriendo,Av Los Leones / Diego De Almagro,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278042-av-los-leones-diego-de-almagro-uda,650000,departamento
Avata Propiedades,"Metro Tobalaba - 1d, 1b + Estacionamiento",providencia,11-12-2019,5275765,-33.4222908,-70.601532,Portal Inmobiliario,48,39,arriendo,"Metro Tobalaba - 1d, 1b + Estacionamiento",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5275765-metro-tobalaba-1d-1b-estacionamiento-uda,430000,departamento
