broker,direction,district,fecha_publicacion,idCliente,lat,lon,portal,supTotal,supUtil,tipo,title,url,valor,vivienda
Datopropiedades,Santa Victoria 387,santiago,10-12-2019,5272689,-33.4477997,-70.6389008,Portal Inmobiliario,43,38,arriendo,Santa Victoria 387,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5272689-santa-victoria-387-uda,350000,departamento
Ocap,Santa Elena  / Ñuble,santiago,13-12-2019,5282240,-33.4663658,-70.6278839,Portal Inmobiliario,40,37,arriendo,Santa Elena  / Ñuble,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5282240-santa-elena-nuble-uda,340000,departamento
Arriendoasegurado.com,Argomedo,santiago,16-12-2019,5288122,-33.4487991,-70.6327972,Portal Inmobiliario,38,36,arriendo,Argomedo,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5288122-argomedo-uda,330000,departamento
Silberstein Propiedades Ltda.,Santa Victoria 360 - Departamento 1008,santiago,13-12-2019,5284940,-33.4479752,-70.6376419,Portal Inmobiliario,47,45,arriendo,Santa Victoria 360 - Departamento 1008,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5284940-santa-victoria-360-departamento-1008-uda,380000,departamento
Varela Propiedades,Grajales 2045,santiago,15-12-2019,5286760,-33.451313,-70.6638107,Portal Inmobiliario,28,28,arriendo,Grajales 2045,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5286760-grajales-2045-uda,250000,departamento
Vivaqui.com,Amunategui - Gral. Mackenna,santiago,14-12-2019,5285526,-33.4333992,-70.657402,Portal Inmobiliario,35,32,arriendo,Amunategui - Gral. Mackenna,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5285526-amunategui-gral-mackenna-uda,300000,departamento
Varela Propiedades,Carabineros De Chile 22,santiago,15-12-2019,5286764,-33.4385948,-70.635643,Portal Inmobiliario,33,33,arriendo,Carabineros De Chile 22,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5286764-carabineros-de-chile-22-uda,250000,departamento
Re/max Gold,Monjitas-metro Bellas Artes,santiago,13-12-2019,5283071,-33.4370995,-70.6476974,Portal Inmobiliario,36,34,arriendo,Monjitas-metro Bellas Artes,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5283071-monjitasmetro-bellas-artes-uda,300000,departamento
Varela Propiedades,Manuel Antonio Tocornal 532,santiago,15-12-2019,5286750,-33.4497757,-70.6399231,Portal Inmobiliario,30,30,arriendo,Manuel Antonio Tocornal 532,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5286750-manuel-antonio-tocornal-532-uda,250000,departamento
M Díaz Y Compañía Ltda.,Eleuterio Ramírez 780,santiago,16-12-2019,4889801,-33.4484787,-70.646553,Portal Inmobiliario,38,38,arriendo,Eleuterio Ramírez 780,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/4889801-eleuterio-ramirez-780-uda,330000,departamento
Alm Abogados Y Corredores Asociados.,San Francisco 242,santiago,16-12-2019,5287498,-33.4473991,-70.646843,Portal Inmobiliario,35,35,arriendo,San Francisco 242,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5287498-san-francisco-242-uda,280000,departamento
Ma Propiedades Y Corretaje,Sazie 2054,santiago,13-12-2019,5285028,-33.46912,-70.6419983,Portal Inmobiliario,43,43,arriendo,Sazie 2054,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5285028-sazie-2054-uda,430000,departamento
Micasa Propiedades,Curicó / Lira,santiago,10-12-2019,5273974,-33.4457741,-70.6411743,Portal Inmobiliario,72,72,arriendo,Curicó / Lira,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5273974-curicolira-uda,400000,departamento
Newplace,Santa Victoria 538,santiago,16-12-2019,5287999,-33.4489136,-70.6425247,Portal Inmobiliario,34,32,arriendo,Santa Victoria 538,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5287999-santa-victoria-538-uda,320000,departamento
Patrimonio Inmobiliario Limitada,Santa Elena 898,santiago,13-12-2019,5284416,-33.4532547,-70.6318893,Portal Inmobiliario,54,54,arriendo,Santa Elena 898,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5284416-santa-elena-898-uda,400000,departamento
Remax Advance Ii,Arturo Prat,santiago,13-12-2019,5283045,-33.4500999,-70.6492996,Portal Inmobiliario,62,59,arriendo,Arturo Prat,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5283045-arturo-prat-uda,450000,departamento
Inmovia,Pje Nueva San Martin 1490 - Metro Moneda,santiago,10-12-2019,5273953,-33.4436989,-70.6573029,Portal Inmobiliario,40,43,arriendo,Pje Nueva San Martin 1490 - Metro Moneda,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5273953-pje-nueva-san-martin-1490-metro-moneda-uda,340000,departamento
Patrimonio Inmobiliario Limitada,San Pablo 1503,santiago,13-12-2019,5284573,-33.4341965,-70.658905,Portal Inmobiliario,46,46,arriendo,San Pablo 1503,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5284573-san-pablo-1503-uda,410000,departamento
247urbano,Lord Cochrane 209,santiago,11-12-2019,5274633,-33.4493408,-70.6550903,Portal Inmobiliario,26,26,arriendo,Lord Cochrane 209,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5274633-lord-cochrane-209-uda,290000,departamento
Fusión Inmobiliaria,Echaurren 424,santiago,11-12-2019,5275526,-33.4534302,-70.6659393,Portal Inmobiliario,75,70,arriendo,Echaurren 424,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5275526-echaurren-424-uda,445000,departamento
Fuenzalida Propiedades Stgo. Centro,Estación Mapocho - Bandera / General Mac,santiago,12-12-2019,5279674,-33.4337006,-70.6529999,Portal Inmobiliario,92,92,arriendo,Estación Mapocho - Bandera / General Mac,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5279674-estacion-mapocho-bandera-general-mac-uda,520000,departamento
Portilla Propiedades,Santo Domingo / Amunategui,santiago,13-12-2019,4823133,-33.4366951,-70.6569519,Portal Inmobiliario,26,26,arriendo,Santo Domingo / Amunategui,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/4823133-santo-domingo-amunategui-uda,270000,departamento
Palma Kitzing & Zúñiga Lamarque,Blanco Encalada Cerca Metro Toesca,santiago,14-12-2019,5285930,-33.456501,-70.6581573,Portal Inmobiliario,33,33,arriendo,Blanco Encalada Cerca Metro Toesca,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5285930-blanco-encalada-cerca-metro-toesca-uda,280000,departamento
Mi Hogar,Barrio Republica,santiago,12-12-2019,5280476,-33.4527359,-70.663887,Portal Inmobiliario,53,45,arriendo,Barrio Republica,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5280476-barrio-republica-uda,400000,departamento
Gisela Riffo Rozas,Tarapaca 876 - Departamento 10,santiago,10-12-2019,5272695,-33.46912,-70.6419983,Portal Inmobiliario,8,8,arriendo,Tarapaca 876 - Departamento 10,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5272695-tarapaca-876-departamento-10-uda,355000,departamento
Newplace,Barrio Bellas Artes,santiago,16-12-2019,5288005,-33.4359207,-70.642067,Portal Inmobiliario,126,120,arriendo,Barrio Bellas Artes,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5288005-barrio-bellas-artes-uda,800000,departamento
Mgmpropiedades,Manuel Antonio Tocornal 532,santiago,16-12-2019,5265738,-33.4497757,-70.6399231,Portal Inmobiliario,65,65,arriendo,Manuel Antonio Tocornal 532,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5265738-manuel-antonio-tocornal-532-uda,420000,departamento
Gm Gestión Inmobiliaria,José Miguel Carrera 120,santiago,11-12-2019,5081705,-33.4489899,-70.6633606,Portal Inmobiliario,47,45,arriendo,José Miguel Carrera 120,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5081705-jose-miguel-carrera-120-uda,380000,departamento
Isabel Achondo Propiedades,Tucapel Jimenez / Amoblado!!,santiago,13-12-2019,5269045,-33.4700775,-70.6427612,Portal Inmobiliario,45,43,arriendo,Tucapel Jimenez / Amoblado!!,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5269045-tucapel-jimenezamoblado-uda,370000,departamento
Rk Propiedades,Metro Santa Ana / Mario Kreutzberger / San Martin,santiago,12-12-2019,5266836,-33.4358978,-70.6589966,Portal Inmobiliario,35,33,arriendo,Metro Santa Ana / Mario Kreutzberger / San Martin,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5266836-metro-santa-ana-mario-kreutzbergersan-martin-uda,300000,departamento
Asesorias E Inversiones Leiva,Carmen 602,santiago,10-12-2019,5273205,-33.4509163,-70.6409378,Portal Inmobiliario,70,70,arriendo,Carmen 602,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5273205-carmen-602-uda,450000,departamento
Ihouse Corredora Boutique,Vicuña Mackenna / Argomedo,santiago,09-12-2019,5269236,-33.4490013,-70.6320343,Portal Inmobiliario,57,55,arriendo,Vicuña Mackenna / Argomedo,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5269236-vicuna-mackenna-argomedo-uda,430000,departamento
Wehrt Propiedades,San Martín / General Mackenna A Estrenar! 3d+ 2b,santiago,14-12-2019,5285415,-33.4334259,-70.6589355,Portal Inmobiliario,54,54,arriendo,San Martín / General Mackenna A Estrenar! 3d+ 2b,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5285415-san-martin-general-mackenna-a-estrenar-3d-2b-uda,430000,departamento
Oss Properties Ltda.,Alonso De Ovalle  / Tarapaca,santiago,12-12-2019,5281682,-33.4461746,-70.6537018,Portal Inmobiliario,59,57,arriendo,Alonso De Ovalle  / Tarapaca,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5281682-alonso-de-ovalle-tarapaca-uda,600000,departamento
Fuenzalida Propiedades Stgo. Centro,Metro Moneda - Lord Cochrane / Tarapacá,santiago,13-12-2019,5282736,-33.4486008,-70.6549988,Portal Inmobiliario,35,32,arriendo,Metro Moneda - Lord Cochrane / Tarapacá,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5282736-metro-moneda-lord-cochranetarapaca-uda,280000,departamento
Arqus Propiedades,Metro Ñuble / Santa Elena,santiago,16-12-2019,5288036,-33.4655952,-70.6285019,Portal Inmobiliario,30,30,arriendo,Metro Ñuble / Santa Elena,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5288036-metro-nuble-santa-elena-uda,290000,departamento
Medina & Cia. Propiedades,Santo Domingo / Metro Santa Ana,santiago,12-12-2019,5208692,-33.4368553,-70.6571732,Portal Inmobiliario,55,55,arriendo,Santo Domingo / Metro Santa Ana,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5208692-santo-domingo-metro-santa-ana-uda,365000,departamento
E&l Asesorias Corretaje,Avenida Balmaceda,santiago,12-12-2019,5282046,-33.4295769,-70.66996,Portal Inmobiliario,67,65,arriendo,Avenida Balmaceda,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5282046-avenida-balmaceda-uda,450000,departamento
Martin Propiedades,Lord Cochrane 302 - Departamento 308,santiago,13-12-2019,5284764,-33.4503593,-70.6545029,Portal Inmobiliario,65,60,arriendo,Lord Cochrane 302 - Departamento 308,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5284764-lord-cochrane-302-departamento-308-uda,420000,departamento
Lecaros Propiedades,Arturo Prat 324,santiago,15-12-2019,5286917,-33.4493752,-70.6490479,Portal Inmobiliario,23,23,arriendo,Arturo Prat 324,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5286917-arturo-prat-324-uda,230000,departamento
Abbo Limitada,General Mackenna 1555,santiago,12-12-2019,5281987,-33.4332275,-70.659729,Portal Inmobiliario,52,52,arriendo,General Mackenna 1555,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5281987-general-mackenna-1555-uda,415000,departamento
Match Inmobiliario,Santiago Centro,santiago,10-12-2019,5271146,-33.4462262,-70.6606702,Portal Inmobiliario,55,55,arriendo,Santiago Centro,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5271146-santiago-centro-uda,350000,departamento
Nexxos,Eysaguirre,santiago,11-12-2019,5274926,-33.4506989,-70.6415024,Portal Inmobiliario,59,59,arriendo,Eysaguirre,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5274926-eysaguirre-uda,430000,departamento
Agrega Valor Inmobiliario,General Mackenna 1555 - Departamento 2701,santiago,09-12-2019,5270362,-33.4332275,-70.659729,Portal Inmobiliario,52,49,arriendo,General Mackenna 1555 - Departamento 2701,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5270362-general-mackenna-1555-departamento-2701-uda,520000,departamento
Pro-rent Inversiones Inmobiliarias,San Isidro 435,santiago,11-12-2019,5274915,-33.4494743,-70.6434479,Portal Inmobiliario,40,38,arriendo,San Isidro 435,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5274915-san-isidro-435-uda,330000,departamento
Remax Central,General Jofre 338,santiago,13-12-2019,5283043,-33.4454994,-70.6379013,Portal Inmobiliario,45,45,arriendo,General Jofre 338,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5283043-general-jofre-338-uda,370000,departamento
Fuenzalida Propiedades Las Tranqueras,Metro Santa Lucía - Diagonal Paraguay,santiago,11-12-2019,5274683,-33.4441986,-70.6407013,Portal Inmobiliario,58,2,arriendo,Metro Santa Lucía - Diagonal Paraguay,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5274683-metro-santa-lucia-diagonal-paraguay-uda,1590,departamento
Etchepare & Asociados,Penthouse / Parque Forestal,santiago,11-12-2019,5272497,-33.4364471,-70.6416855,Portal Inmobiliario,205,165,arriendo,Penthouse / Parque Forestal,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5272497-penthouse-parque-forestal-uda,1000000,departamento
Assetplan Asesores De Inversión S.a.,Eleuterio Ramirez 1291,santiago,09-12-2019,5231971,-33.4497986,-70.6530991,Portal Inmobiliario,28,1,arriendo,Eleuterio Ramirez 1291,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5231971-eleuterio-ramirez-1291-uda,280000,departamento
Stgo Habita Spa,Sazié 2496,santiago,12-12-2019,5280827,-33.451973,-70.671051,Portal Inmobiliario,70,70,arriendo,Sazié 2496,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5280827-sazie-2496-uda,500000,departamento
Alfaro Propiedades,San Diego 516 - Departamento 415,santiago,10-12-2019,5273074,-33.4522781,-70.6501923,Portal Inmobiliario,28,28,arriendo,San Diego 516 - Departamento 415,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5273074-san-diego-516-departamento-415-uda,270000,departamento
Varela Propiedades,Carabineros De Chile 22,santiago,15-12-2019,5286761,-33.4385948,-70.635643,Portal Inmobiliario,33,33,arriendo,Carabineros De Chile 22,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5286761-carabineros-de-chile-22-uda,250000,departamento
Assetplan Asesores De Inversión S.a.,Vicuña Mackenna 2004,santiago,10-12-2019,5205032,-33.4704018,-70.6259995,Portal Inmobiliario,1,1,arriendo,Vicuña Mackenna 2004,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5205032-vicuna-mackenna-2004-uda,345000,departamento
Prodesco,San Isidro 337,santiago,13-12-2019,5204163,-33.4482841,-70.6438446,Portal Inmobiliario,55,55,arriendo,San Isidro 337,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5204163-san-isidro-337-uda,430000,departamento
Bofill Y Asociados,Catedral / Metro Santa Ana,santiago,16-12-2019,5288157,-33.4383011,-70.6576004,Portal Inmobiliario,49,44,arriendo,Catedral / Metro Santa Ana,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5288157-catedral-metro-santa-ana-uda,400000,departamento
Consultors,Carmen / Argomedo,santiago,09-12-2019,5269922,-33.4513283,-70.6407776,Portal Inmobiliario,35,33,arriendo,Carmen / Argomedo,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5269922-carmen-argomedo-uda,340000,departamento
Agrega Valor Inmobiliario,General Mackenna 1555 - Departamento 1608,santiago,09-12-2019,5270440,-33.4332275,-70.659729,Portal Inmobiliario,54,51,arriendo,General Mackenna 1555 - Departamento 1608,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5270440-general-mackenna-1555-departamento-1608-uda,590000,departamento
Fuenzalida Propiedades Nueva Las Condes,Metro Santa Ana - Manuel Rodriguez,santiago,15-12-2019,5279641,-33.4388008,-70.6588974,Portal Inmobiliario,80,80,arriendo,Metro Santa Ana - Manuel Rodriguez,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5279641-metro-santa-ana-manuel-rodriguez-uda,425000,departamento
Agrega Valor Inmobiliario,General Mackenna 1555 - Departamento 1506,santiago,09-12-2019,5270561,-33.4332275,-70.659729,Portal Inmobiliario,52,49,arriendo,General Mackenna 1555 - Departamento 1506,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5270561-general-mackenna-1555-departamento-1506-uda,520000,departamento
Varela Propiedades,Vergara 586,santiago,15-12-2019,5286747,-33.4544029,-70.6611328,Portal Inmobiliario,56,56,arriendo,Vergara 586,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5286747-vergara-586-uda,380000,departamento
Varela Propiedades,Carabineros De Chile 22,santiago,15-12-2019,5286766,-33.4385948,-70.635643,Portal Inmobiliario,40,40,arriendo,Carabineros De Chile 22,https://www.portalinmobiliario.com/arriendo/departamento/santiago-metropolitana/5286766-carabineros-de-chile-22-uda,280000,departamento
